ped_traffic,latitude,longitude
1657.3333333333333,40.87919896648574,-73.90459140730678
1169.0,40.82662794123294,-73.92188432870218
3326.0,40.86215460031517,-73.89535781584335
790.6666666666666,40.8812869959873,-73.87892467324478
1255.3333333333333,40.84463677671767,-73.88956389732787
488.0,40.83015855511035,-73.92087824799184
2001.3333333333333,40.81688745834867,-73.91635737290386
2182.6666666666665,40.85558871971956,-73.86767352599497
5006.0,40.6442668235874,-74.01119296689038
1331.0,40.67609353714627,-73.98067647018506
1686.6666666666667,40.66717415129596,-73.98134205800814
1690.0,40.62213882920039,-74.02728680504437
906.3333333333334,40.68884781602201,-73.98983165443038
2595.6666666666665,40.71755737770772,-73.95802234844946
2389.3333333333335,40.57732714149917,-73.96276340616195
1392.3333333333333,40.650831467717424,-73.94908133692475
1016.6666666666666,40.640627393078674,-73.96573732115321
1922.6666666666667,40.68942537824676,-73.99249336775775
1571.6666666666667,40.67292523719001,-73.96818725047231
836.6666666666666,40.608920821455186,-73.9214952312361
1556.3333333333333,40.65081053674955,-73.95882184227794
1040.6666666666667,40.67918699313476,-73.97390965382397
2954.6666666666665,40.69087186438649,-73.98588670734839
1479.0,40.703408264633794,-73.94255463338305
749.3333333333334,40.71156922033029,-73.9446668043415
1381.3333333333333,40.60820146093601,-73.95959352755617
966.6666666666666,40.694534861508515,-73.99336426671383
882.6666666666666,40.69311464675989,-73.96931991427776
1265.0,40.70274648278772,-73.9939968076081
914.6666666666666,40.669334561930114,-73.91307856842978
282.3333333333333,40.587543404851914,-73.95475091689498
1121.6666666666667,40.675465596883406,-74.01511472616954
1248.3333333333333,40.702861527150034,-73.98960330219742
2812.0,40.70463665187377,-74.01155687409947
2792.3333333333335,40.70634164448271,-74.01286204592034
1286.0,40.77181340301189,-73.98219706247882
1640.6666666666667,40.71590455900424,-74.01009312926121
1680.6666666666667,40.779680827631346,-73.97713579908014
3639.0,40.71898935935359,-73.98936305063111
3527.3333333333335,40.735599264238296,-73.99265748471082
1477.3333333333333,40.75169473512389,-73.97665547944715
3122.6666666666665,40.731436017707075,-73.99441204702926
4460.333333333333,40.75884828352131,-73.98861503057542
1592.6666666666667,40.76135361091178,-73.97514418621735
2517.3333333333335,40.71493552371377,-73.99451531515767
2085.3333333333335,40.71055376746076,-74.0084036486757
2426.6666666666665,40.70806272095773,-74.00451806937401
1241.3333333333333,40.76126460795227,-73.96888735867235
4955.666666666667,40.77144062263457,-73.9656851267853
761.6666666666666,40.74999638706657,-73.99134284997088
2104.3333333333335,40.70835161274037,-74.01257537541981
2440.0,40.70733537559067,-74.01098647762808
3299.3333333333335,40.80842973710494,-73.94703781905247
2273.6666666666665,40.74030539282896,-74.00384095197924
7550.666666666667,40.8495809444351,-73.93434784508338
1856.0,40.75045405486474,-73.98934552114228
1318.6666666666667,40.75284360634036,-73.98335689692979
2067.0,40.75733848638993,-73.98017962622333
2543.0,40.755190220332366,-73.96829307507049
1470.6666666666667,40.756137585644176,-73.97053303866996
1225.3333333333333,40.75681083516385,-73.97213382742112
1415.0,40.75753624831216,-73.97385284104773
4067.3333333333335,40.75817343083521,-73.97536263666144
3084.0,40.75885135958745,-73.97697246269053
2086.3333333333335,40.76021178450935,-73.98019868261785
2461.6666666666665,40.76140611887666,-73.98303507483828
3010.6666666666665,40.76174395517826,-73.98383919698607
278.6666666666667,40.76257065006476,-73.98589867014988
1696.0,40.767312432519276,-73.99694382805035
2382.0,40.70653426935826,-73.79555468117455
3692.3333333333335,40.74891155301485,-73.89225364571111
2205.0,40.7487315507441,-73.88412639509386
757.0,40.720365744814835,-73.84534157919526
403.0,40.763933421154064,-73.77114917957029
1201.6666666666667,40.70287665998953,-73.89530306861195
822.3333333333334,40.71091966309367,-73.79247827489311
980.3333333333334,40.74817129070962,-73.93947115150922
3048.6666666666665,40.701822380718454,-73.80593752065842
832.6666666666666,40.70450555044363,-73.79726496612192
3553.6666666666665,40.6925963247586,-73.85779008961042
78.0,40.76118578331917,-73.8309343552709
977.0,40.697693362433576,-73.7853902090758
1616.3333333333333,40.60402338526257,-73.75250126721374
1273.0,40.699670935440516,-73.91018834116497
302.0,40.70048761323586,-73.90192709081788
918.0,40.762470702174824,-73.80439743099372
541.3333333333334,40.76053254069111,-73.83274555228842
1265.6666666666667,40.71371948716982,-73.82971390855914
1056.0,40.733822289029575,-73.8713031803217
5317.333333333333,40.750663629169715,-73.9399858877832
2162.3333333333335,40.76005352048369,-73.82818894237838
878.3333333333334,40.7601549795259,-73.91804029865673
305.6666666666667,40.70340462655155,-73.8086047835953
130.33333333333334,40.72272482164015,-73.84840699076847
195.0,40.63017169829431,-74.1085760769972
243.33333333333334,40.571071026442375,-74.1108725293572
39.666666666666664,40.64298352630176,-74.0752448014028
209.66666666666666,40.58813530683324,-74.16614928494091
1354.0,40.637932807120706,-74.0774033869691
189.0,40.70597016498046,-73.99669788343083
50.0,40.7080653898073,-73.99094199014799
376.0,40.70794847867025,-73.99114419929701
215.0,40.71353372301599,-73.97202493782653
476.6666666666667,40.7568698600874,-73.95460085520162
195.33333333333334,40.873547359000106,-73.91119970135458
194.66666666666666,40.86276958338557,-73.91488962537815
356.0,40.82809995999491,-73.93380588837293
157.66666666666666,40.819494945411535,-73.93330492386069
60.666666666666664,40.81413106797776,-73.9331330278822
58.333333333333336,40.80755481010351,-73.93252967704326
29.666666666666668,40.80376927982209,-73.92896107917844
252.66666666666666,40.80034506063933,-73.92785197149036
